"gene","title","rho","SD","AVG","Young_1","Young_2","Young_3","Young_4","Old_1","Old_2","Old_3"
"Plscr3","phospholipid scramblase 3",0.829,0.402,6.317,5.981,6.258,5.911,5.922,6.903,6.658,6.586
"Plscr4","phospholipid scramblase 4",0.713,0.535,7.359,6.709,7.507,7.344,6.555,7.95,7.787,7.66
"Pltp","phospholipid transfer protein",0.93,0.752,8.726,8.031,8.408,8.024,8.117,9.355,9.325,9.818
"Plvap","plasmalemma vesicle associated protein",0.504,0.645,6.525,5.554,6.978,6.836,5.747,6.848,6.457,7.259
"Plxdc1","plexin domain containing 1",0.875,1.279,2.015,1.199,1.25,1.415,0.609,2.224,3.222,4.188
"Plxna1","plexin A1",0.388,0.61,3.104,3.537,2.418,3.595,2.137,2.988,3.406,3.646
"Plxna2","plexin A2",0.614,0.311,6.232,5.959,6.416,6.008,5.83,6.294,6.704,6.413
"Plxna4","plexin A4",0.507,0.755,2.412,1.667,1.425,3.253,2.54,1.887,3.237,2.871
"Plxnb1","plexin B1",-0.08,0.851,0.767,0,1.617,1.758,0.178,0,0.177,1.643
"Plxnb2","plexin B2",0.059,0.381,2.921,2.839,3.1,2.722,3.017,2.656,2.474,3.638
"Plxnc1","plexin C1",0.111,0.621,0.644,0,1.318,0,0.941,0.184,1.497,0.567
"Plxnd1","plexin D1",0.823,0.67,6.804,6.593,6.553,5.859,6.242,7.278,7.435,7.672
"Pmepa1","prostate transmembrane protein, androgen induced 1",0.406,0.532,2.751,1.844,3.282,2.556,2.551,2.963,3.428,2.631
"Pmf1","polyamine modulated factor 1",0.881,0.513,2.503,2.084,2.189,2.527,1.751,2.988,2.884,3.102
"Pml","PML nuclear body scaffold",0.634,0.42,4.566,4.079,4.67,4.573,4.118,4.334,5.06,5.126
"Pmm1","phosphomannomutase 1",0.821,0.826,3.651,3.355,3.282,2.722,2.762,4.6,4.679,4.157
"Pmm2","phosphomannomutase 2",0.44,0.329,4.675,4.209,5.049,4.5,4.447,4.55,4.987,4.986
"Pmp2","peripheral myelin protein 2",-0.502,0.431,1.431,1.557,1.504,2.076,1.29,1.727,1.119,0.743
"Pmp22","peripheral myelin protein 22",-0.614,0.346,6.234,6.482,6.773,6.407,5.868,6.005,5.846,6.258
"Pmpca","peptidase, mitochondrial processing subunit alpha",0.729,0.368,5.205,4.585,5.293,5.32,4.79,5.418,5.503,5.525
"Pmpcb","peptidase, mitochondrial processing subunit beta",-0.182,0.269,5.697,5.446,6.069,6.042,5.401,5.557,5.73,5.635
"Pms1","PMS1 homolog 1, mismatch repair system component",0.456,0.967,2.23,1.66,2.879,0.579,2.054,2.004,3.449,2.988
"Pms2","PMS1 homolog 2, mismatch repair system component",0.344,0.525,3.633,2.839,3.531,4.429,3.478,3.502,3.463,4.192
"Pmvk","phosphomevalonate kinase",-0.125,0.55,4.508,4.17,5.259,4.633,3.962,4.956,4.798,3.776
"Pnisr","PNN interacting serine and arginine rich protein",-0.235,0.427,4.788,4.535,5.467,5.152,4.275,4.42,4.963,4.707
"Pnkd","PNKD metallo-beta-lactamase domain containing",0.667,0.313,6.895,6.71,6.947,6.801,6.388,6.871,7.299,7.245
"Pnkp","polynucleotide kinase 3'-phosphatase",0.359,0.241,5.87,5.693,5.73,6.169,5.629,6.093,6.111,5.664
"Pnma1","PNMA family member 1",-0.166,0.407,0.774,0.856,1.049,0.852,0.479,0.184,1.429,0.567
"Pnn","pinin, desmosome associated protein",0.372,0.331,3.662,3.76,3.845,3.429,3.015,3.916,3.921,3.75
"Pno1","partner of NOB1 homolog",-0.506,0.424,4.403,4.209,4.806,5.061,4.268,4.18,4.499,3.796
"Pnp2",NA,0.733,0.597,1.817,0.884,1.727,2.251,1.112,2.264,2.136,2.342
"Pnpla1","patatin like phospholipase domain containing 1",-0.548,0.411,0.732,0.979,0.756,1.157,0.839,0,1.03,0.366
"Pnpla2","patatin like phospholipase domain containing 2",0.862,0.753,6.682,6.029,6.519,6.384,5.64,7.109,7.324,7.768
"Pnpla6","patatin like phospholipase domain containing 6",0.601,0.561,3.375,3.17,2.796,3.587,3.081,2.858,3.794,4.343
"Pnpla7","patatin like phospholipase domain containing 7",0.31,0.424,1.958,1.221,2.052,2.482,1.879,1.997,1.697,2.376
"Pnpla8","patatin like phospholipase domain containing 8",0.244,0.334,5.734,5.333,6.122,5.96,5.252,5.641,5.888,5.94
"Pnpo","pyridoxamine 5'-phosphate oxidase",0.166,0.525,4.366,4.153,5.07,4.053,3.589,4.774,4.797,4.124
"Pnpt1","polyribonucleotide nucleotidyltransferase 1",-0.607,0.383,3.93,3.803,4.497,4.36,3.795,4.008,3.48,3.569
"Pnrc1","proline rich nuclear receptor coactivator 1",0.839,0.201,7.057,6.934,6.98,6.915,6.801,7.357,7.205,7.207
"Pnrc2","proline rich nuclear receptor coactivator 2",-0.495,0.334,8.241,8.116,8.513,8.7,8.183,8.104,8.399,7.672
"Poc1a","POC1 centriolar protein A",-0.48,0.515,0.873,1.065,1.534,0.162,1.35,0.347,1.057,0.596
"Poc1b","POC1 centriolar protein B",0.758,0.457,3.286,2.903,3.241,3.329,2.546,3.463,3.565,3.953
"Poc5","POC5 centriolar protein",0.439,0.326,3.483,3.725,3.153,3.381,3.218,3.182,3.781,3.941
"Podxl","podocalyxin like",0.425,0.379,8.685,8.188,9.036,8.847,8.153,8.779,8.688,9.104
"Pofut1","protein O-fucosyltransferase 1",0.12,0.236,4.326,4.209,4.336,4.602,4.122,4.533,3.972,4.511
"Pofut2","protein O-fucosyltransferase 2",0.566,0.563,4.061,3.351,4.617,3.37,3.715,4.369,4.476,4.532
"Pogk","pogo transposable element derived with KRAB domain",0.497,0.634,3.468,2.809,3.622,4.012,2.513,3.242,3.887,4.188
"Poglut1","protein O-glucosyltransferase 1",-0.204,0.361,6.703,6.298,7.158,7.131,6.487,6.519,6.935,6.396
"Pogz","pogo transposable element derived with ZNF domain",-0.193,0.43,4.215,4.643,4.528,4.309,3.48,3.791,4.532,4.225
"Pola1","DNA polymerase alpha 1, catalytic subunit",-0.25,0.328,3.311,3.414,3.666,3.627,2.749,3.014,3.318,3.389
"Pola2","DNA polymerase alpha 2, accessory subunit",-0.284,0.205,5.796,6.148,5.734,5.545,5.846,5.718,5.953,5.626
"Polb","DNA polymerase beta",-0.172,0.23,4.285,4.16,4.383,4.404,4.412,3.808,4.403,4.425
"Pold1","DNA polymerase delta 1, catalytic subunit",0.574,0.667,4.684,4.144,4.989,4.79,3.423,5.071,5.305,5.067
"Pold2","DNA polymerase delta 2, accessory subunit",0.752,0.4,4.539,4.062,4.583,4.053,4.444,4.583,5.113,4.932
"Pold3","DNA polymerase delta 3, accessory subunit",-0.228,0.711,3.586,3.334,4.613,4.062,2.843,3.366,2.72,4.166
"Pold4","DNA polymerase delta 4, accessory subunit",-0.216,0.319,4.067,3.957,4.323,4.457,3.694,4.276,4.133,3.627
"Poldip2","DNA polymerase delta interacting protein 2",-0.073,0.226,6.298,6.113,6.463,6.555,6.103,6.302,6.54,6.012
"Poldip3","DNA polymerase delta interacting protein 3",0.739,0.373,6.445,6.112,6.499,6.41,5.804,6.763,6.709,6.819
"Pole","DNA polymerase epsilon, catalytic subunit",-0.166,0.415,1.217,1.868,0.907,0.716,1.466,1.065,1.547,0.953
"Pole2","DNA polymerase epsilon 2, accessory subunit",-0.385,1.697,1.803,0,3.287,3.059,3.445,0,2.829,0
"Pole3","DNA polymerase epsilon 3, accessory subunit",-0.089,0.365,5.657,5.664,5.442,6.384,5.327,5.795,5.643,5.345
"Pole4","DNA polymerase epsilon 4, accessory subunit",-0.784,0.543,6.543,6.526,6.942,7.255,6.921,6.22,6.277,5.657
"Polg","DNA polymerase gamma, catalytic subunit",0.326,0.343,4.587,4.298,4.722,4.743,4.308,4.147,4.782,5.107
"Polg2","DNA polymerase gamma 2, accessory subunit",0.075,0.377,3.027,3.119,3.128,2.596,2.961,3.737,2.991,2.654
"Polh","DNA polymerase eta",0.555,0.45,2.701,2.663,2.27,2.804,2.37,2.23,3.234,3.334
"Poli","DNA polymerase iota",0.388,0.588,1.347,1.297,1.25,1.652,0.479,0.748,2.045,1.958
"Polk","DNA polymerase kappa",0.207,0.417,3.56,2.847,3.721,4.141,3.435,3.318,3.874,3.587
"Poll","DNA polymerase lambda",0.416,0.686,2.655,2.964,2.392,2.983,1.21,3.106,2.778,3.152
"Polm","DNA polymerase mu",0.391,0.403,2.609,2.468,2.937,2.527,1.859,2.526,3.029,2.915
"Polr1a","RNA polymerase I subunit A",-0.617,0.836,0.946,1.199,0.826,2.42,1.327,0,0.85,0
"Polr1b","RNA polymerase I subunit B",0.087,0.507,2.999,2.674,3.172,3.619,2.573,2.283,3.115,3.557
"Polr1c","RNA polymerase I and III subunit C",-0.768,0.377,6.001,6.247,6.477,6.338,5.782,6.056,5.566,5.54
"Polr1d","RNA polymerase I and III subunit D",-0.729,0.481,7.277,7.435,7.584,7.782,7.407,7.277,7.168,6.284
"Polr2a","RNA polymerase II subunit A",0.937,0.731,5.279,4.661,4.881,4.797,4.469,6.073,6.024,6.047
"Polr2b","RNA polymerase II subunit B",0.837,0.597,5.44,5.269,5.105,5.066,4.631,5.707,5.91,6.393
"Polr2c","RNA polymerase II subunit C",-0.776,0.356,7.702,8.061,7.929,8.078,7.562,7.54,7.67,7.077
"Polr2d","RNA polymerase II subunit D",-0.698,0.529,5.492,5.507,5.856,6.302,5.545,5.362,5.29,4.581
"Polr2e","RNA polymerase II, I and III subunit E",-0.41,0.375,7.493,7.477,7.785,7.821,7.303,7.528,7.775,6.764
"Polr2f","RNA polymerase II, I and III subunit F",0.324,0.762,0.576,0,0,0,1.771,0,1.368,0.89
"Polr2g","RNA polymerase II subunit G",-0.663,0.346,6.308,6.241,6.75,6.721,6.246,6.099,6.337,5.761
"Polr2h","RNA polymerase II, I and III subunit H",-0.713,0.495,4.367,4.748,4.558,4.836,4.416,4.064,4.552,3.397
"Polr2j","RNA polymerase II subunit J",-0.774,0.328,6.478,6.699,6.715,6.864,6.425,6.24,6.503,5.902
"Polr2k","RNA polymerase II, I and III subunit K",-0.699,0.685,6.082,6.526,6.565,6.65,5.987,5.816,6.334,4.696
"Polr2l","RNA polymerase II, I and III subunit L",-0.685,0.347,6.169,6.693,6.39,6.287,5.905,6.129,6.166,5.611
"Polr2m","RNA polymerase II subunit M",0.658,0.498,6.501,5.784,6.661,6.74,5.778,6.844,6.788,6.913
"Polr3a","RNA polymerase III subunit A",0.541,0.869,2.478,0.805,2.529,3.034,2.457,2.052,3.006,3.46
"Polr3b","RNA polymerase III subunit B",0.168,0.469,3.784,3.297,4.219,4.286,3.123,3.501,4.051,4.013
"Polr3c","RNA polymerase III subunit C",0.444,0.558,4.164,4.034,4.533,3.803,3.224,4.89,4.089,4.572
"Polr3d","RNA polymerase III subunit D",-0.009,0.737,2.26,1.38,3.265,2.495,1.91,1.523,3.118,2.127
"Polr3e","RNA polymerase III subunit E",0.656,0.782,3.687,3.051,3.624,3.882,2.393,4.831,4.118,3.911
"Polr3f","RNA polymerase III subunit F",0.045,0.656,4.551,3.959,5.08,5.474,3.656,4.897,4.141,4.653
"Polr3g","RNA polymerase III subunit G",0.707,0.851,1.517,0.217,1.103,2.336,0.729,1.841,2.474,1.922
"Polr3gl","RNA polymerase III subunit GL",-0.163,0.376,4.889,4.971,5.26,5.028,4.325,4.814,5.336,4.485
"Polr3h","RNA polymerase III subunit H",-0.139,0.574,3.86,4.027,3.734,4.823,3.107,4.173,3.876,3.279
"Polr3k","RNA polymerase III subunit K",-0.519,0.435,6.18,6.278,6.495,6.794,5.845,5.952,6.382,5.513
"Polrmt","RNA polymerase mitochondrial",0.503,0.964,2.445,2.19,3.1,1.131,1.437,2.746,2.572,3.939
"Pom121","POM121 transmembrane nucleoporin",0.635,0.696,3.842,4.064,3.644,2.672,3.226,4.275,4.549,4.46
"Pomgnt1","protein O-linked mannose N-acetylglucosaminyltrans",0.367,0.365,4.412,4.452,4.335,4.264,4.056,5.13,4.084,4.561
"Pomgnt2","protein O-linked mannose N-acetylglucosaminyltrans",0.665,1.549,2.282,2.406,0.272,3.277,0,2.628,3.788,3.604
"Pomk","protein O-mannose kinase",0.699,0.597,3.785,2.839,3.993,3.842,3.108,4.091,4.524,4.101
"Pomp","proteasome maturation protein",-0.813,0.37,6.931,7.048,7.26,7.322,7.055,6.716,6.88,6.237
"Pomt1","protein O-mannosyltransferase 1",0.311,0.474,3.075,2.468,3.697,3.158,2.451,2.988,3.338,3.425
"Pomt2","protein O-mannosyltransferase 2",0.934,0.405,3.656,3.263,3.298,3.609,3.235,4.116,4.136,3.935
"Pon2","paraoxonase 2",-0.316,0.328,7.83,7.718,8.156,8.251,7.501,7.686,8.072,7.428
"Pon3","paraoxonase 3",-0.465,0.417,2.434,2.55,2.801,3.088,1.91,2.092,2.44,2.158
"Pop4","POP4 homolog, ribonuclease P/MRP subunit",-0.304,0.28,4.242,4.394,4.403,4.62,3.817,3.931,4.285,4.241
"Pop5","POP5 homolog, ribonuclease P/MRP subunit",-0.726,0.586,6.523,6.934,6.83,7.154,6.478,6.261,6.628,5.375
"Pop7","POP7 homolog, ribonuclease P/MRP subunit",-0.426,0.448,5.103,5.554,5.376,5.415,4.495,5.018,5.375,4.489
"Por","cytochrome p450 oxidoreductase",0.837,0.516,5.673,5.233,5.604,5.37,5.058,5.952,5.935,6.559
"Porcn","porcupine O-acyltransferase",0.78,0.464,3.928,3.803,3.781,3.363,3.475,4.02,4.564,4.489
"Postn","periostin",0.046,0.647,0.932,0,1.562,0.674,1.506,1.319,0.177,1.289
"Pot1a",NA,-0.655,0.44,5.851,6.02,6.485,6.273,5.424,5.784,5.71,5.264
"Pot1b",NA,-0.391,0.69,2.485,2.453,3.328,2.914,1.87,2.485,3.004,1.338
"Pou2f1","POU class 2 homeobox 1",-0.074,0.534,3.845,3.518,4.652,3.937,3.165,4.241,4.079,3.325
"Pou2f2","POU class 2 homeobox 2",0.068,0.292,0.858,0.426,0.776,1.234,1.064,1.079,0.858,0.569
"Pou2f3","POU class 2 homeobox 3",0.846,0.512,5.159,4.733,4.721,5.166,4.721,5.042,5.839,5.888
"Pou3f1","POU class 3 homeobox 1",0.692,0.451,3.841,3.071,3.746,3.799,3.765,4.559,4.151,3.796
"Pou6f1","POU class 6 homeobox 1",0.645,0.554,2.231,1.908,1.878,2.438,1.633,2.859,1.85,3.053
"Pp2d1","protein phosphatase 2C like domain containing 1",0.279,0.3,1.281,0.752,1.361,1.443,1.365,1.286,1.697,1.061
"Ppa1","inorganic pyrophosphatase 1",0.045,0.28,5.675,5.329,6.006,6.003,5.337,5.602,5.793,5.654
"Ppa2","inorganic pyrophosphatase 2",0.234,0.314,4.87,4.353,5.327,4.881,4.661,4.81,5.118,4.937
"Ppan","peter pan homolog",0.739,0.273,3.06,3.093,2.591,3.081,2.827,3.306,3.387,3.135
"Ppard","peroxisome proliferator activated receptor delta",0.048,0.366,0.909,1.34,0.654,1.208,0.337,0.688,1.203,0.935
"Pparg","peroxisome proliferator activated receptor gamma",0.759,0.756,4.522,3.546,4.423,4.139,4.2,5.408,4.251,5.687
"Ppargc1a","PPARG coactivator 1 alpha",0.738,0.52,0.735,0,0.003,1.131,0.863,0.861,1.248,1.039
"Ppbp","pro-platelet basic protein",-0.062,0.489,3.592,4.17,3.348,4,2.816,3.619,3.962,3.228
"Ppcdc","phosphopantothenoylcysteine decarboxylase",-0.043,1.027,1.373,2.312,0.321,1.522,1.344,1.191,2.922,0
"Ppcs","phosphopantothenoylcysteine synthetase",-0.678,0.689,4.866,4.96,5.611,5.699,4.631,4.516,4.964,3.682
"Ppdpf","pancreatic progenitor cell differentiation and pro",-0.688,0.313,6.089,6.394,6.318,6.357,5.881,6.068,6.089,5.515
"Ppfia1","PTPRF interacting protein alpha 1",-0.029,0.384,3.281,2.947,3.841,3.178,3.112,3.71,2.805,3.377
"Ppfia4","PTPRF interacting protein alpha 4",-0.192,0.311,2.648,2.336,2.703,2.983,2.869,2.382,2.982,2.277
"Ppfibp1","PPFIA binding protein 1",0.464,0.418,6.162,5.51,6.262,6.682,5.664,6.356,6.334,6.323
"Pphln1","periphilin 1",-0.368,0.542,4.805,5.163,5.347,5.151,4.155,3.999,4.662,5.16
"Ppia","peptidylprolyl isomerase A",-0.855,0.394,12.035,12.288,12.221,12.285,12.437,11.799,11.912,11.302
"Ppib","peptidylprolyl isomerase B",-0.848,0.136,8.71,8.847,8.715,8.86,8.813,8.566,8.643,8.525
"Ppic","peptidylprolyl isomerase C",-0.76,0.343,9.593,9.852,9.553,9.807,10.055,9.341,9.506,9.038
"Ppid","peptidylprolyl isomerase D",0.463,0.182,5.036,5.019,4.984,4.72,5.125,4.937,5.252,5.216
"Ppie","peptidylprolyl isomerase E",-0.466,0.384,5.385,5.011,6.008,5.783,5.323,5.242,5.357,4.968
"Ppif","peptidylprolyl isomerase F",0.591,0.315,2.774,2.483,2.676,2.914,2.451,2.656,3.368,2.871
"Ppig","peptidylprolyl isomerase G",0.31,0.259,4.873,4.642,4.752,5.285,4.608,5.024,5.085,4.712
"Ppih","peptidylprolyl isomerase H",-0.499,0.681,4.742,4.643,5.491,5.78,4.105,4.684,4.587,3.902
"Ppil1","peptidylprolyl isomerase like 1",-0.375,0.429,4.803,5.043,5.435,4.69,4.281,4.842,5.068,4.263
"Ppil2","peptidylprolyl isomerase like 2",0.65,0.36,5.001,4.626,5.243,4.547,4.741,5.078,5.357,5.417
"Ppil3","peptidylprolyl isomerase like 3",-0.78,0.623,4.833,5.204,5.182,5.576,4.93,4.38,4.867,3.692
"Ppil4","peptidylprolyl isomerase like 4",0.548,0.268,5.567,5.185,5.728,5.672,5.181,5.803,5.766,5.633
"Ppip5k1","diphosphoinositol pentakisphosphate kinase 1",-0.415,0.264,3.763,3.67,3.771,4.005,4.089,3.288,3.856,3.657
"Ppip5k2","diphosphoinositol pentakisphosphate kinase 2",-0.23,0.46,3.009,2.706,3.588,3.349,2.816,2.224,3.14,3.243
"Ppm1a","protein phosphatase, Mg2+/Mn2+ dependent 1A",-0.345,0.539,3.807,3.127,4.511,4.481,3.838,3.391,3.881,3.419
"Ppm1b","protein phosphatase, Mg2+/Mn2+ dependent 1B",-0.568,0.499,4.201,4.493,4.65,4.286,4.076,4.202,4.533,3.166
"Ppm1d","protein phosphatase, Mg2+/Mn2+ dependent 1D",0.866,0.352,5.156,4.96,4.727,5.203,4.797,5.578,5.212,5.612
"Ppm1e","protein phosphatase, Mg2+/Mn2+ dependent 1E",-0.023,0.513,1.94,1.327,2.002,2.513,2.064,2.049,2.45,1.175
"Ppm1f","protein phosphatase, Mg2+/Mn2+ dependent 1F",0.801,0.575,6.37,5.493,6.445,6.361,5.714,6.876,6.679,7.023
"Ppm1g","protein phosphatase, Mg2+/Mn2+ dependent 1G",0.861,0.648,5.007,4.449,4.926,4.282,4.451,5.624,5.398,5.919
"Ppm1h","protein phosphatase, Mg2+/Mn2+ dependent 1H",0.501,0.445,4.514,3.837,4.9,4.511,4.001,4.975,4.839,4.532
"Ppm1j","protein phosphatase, Mg2+/Mn2+ dependent 1J",0.376,0.404,2.846,2.584,3.126,2.301,2.668,3.278,3.357,2.609
"Ppm1k","protein phosphatase, Mg2+/Mn2+ dependent 1K",-0.169,0.621,3.533,3.76,3.827,3.873,2.738,4.122,3.863,2.548
"Ppm1l","protein phosphatase, Mg2+/Mn2+ dependent 1L",0.714,0.446,4.003,3.465,4.122,3.99,3.423,4.044,4.285,4.69
"Ppm1m","protein phosphatase, Mg2+/Mn2+ dependent 1M",0.532,0.438,4.149,4.046,4.342,3.779,3.43,4.678,4.556,4.21
"Ppme1","protein phosphatase methylesterase 1",0.725,0.576,5.057,4.969,5.035,4.338,4.323,5.315,5.652,5.768
"Ppox","protoporphyrinogen oxidase",0.078,0.466,4.227,4.071,4.347,4.693,3.579,4.784,4.415,3.697
"Ppp1ca","protein phosphatase 1 catalytic subunit alpha",-0.831,0.522,9.114,9.328,9.517,9.806,9.234,8.733,8.94,8.243
"Ppp1cb","protein phosphatase 1 catalytic subunit beta",-0.631,0.509,7.927,7.954,8.357,8.552,7.857,7.701,8.087,6.982
"Ppp1cc","protein phosphatase 1 catalytic subunit gamma",-0.733,0.354,6.581,7.12,6.632,6.681,6.612,6.575,6.532,5.913
"Ppp1r10","protein phosphatase 1 regulatory subunit 10",0.205,0.364,5.079,5.391,5.198,4.977,4.316,5.112,5.352,5.209
"Ppp1r11","protein phosphatase 1 regulatory inhibitor subunit",-0.671,0.3,6.548,6.682,6.824,6.72,6.529,6.575,6.603,5.906
"Ppp1r12a","protein phosphatase 1 regulatory subunit 12A",-0.522,1.585,0.927,0,3.379,3.108,0,0,0,0
"Ppp1r12b","protein phosphatase 1 regulatory subunit 12B",0.297,0.893,2.875,3.174,3.548,1.861,1.426,3.833,3.305,2.976
"Ppp1r12c","protein phosphatase 1 regulatory subunit 12C",0.227,0.419,3.873,3.644,4.318,3.677,3.387,4.499,3.546,4.043
"Ppp1r13b","protein phosphatase 1 regulatory subunit 13B",0.843,0.351,5.635,5.374,5.419,5.439,5.275,6.146,6.067,5.722
"Ppp1r13l","protein phosphatase 1 regulatory subunit 13 like",0.897,0.536,2.804,2.55,2.189,2.556,2.38,3.519,2.909,3.522
"Ppp1r14a","protein phosphatase 1 regulatory inhibitor subunit",-0.382,0.43,1.601,1.73,2.134,2.057,0.888,1.491,1.586,1.318
"Ppp1r14b","protein phosphatase 1 regulatory inhibitor subunit",-0.268,0.484,1.564,0.903,2.175,1.985,1.692,1.842,1.069,1.281
"Ppp1r15a","protein phosphatase 1 regulatory subunit 15A",0.777,0.664,4.088,3.68,3.84,4.094,2.969,4.937,4.443,4.652
"Ppp1r15b","protein phosphatase 1 regulatory subunit 15B",-0.114,0.317,6.066,6.05,6.489,6.236,5.513,6.173,5.812,6.187
"Ppp1r16a","protein phosphatase 1 regulatory subunit 16A",0.846,0.885,2.069,1.708,1.67,1.051,1.21,2.526,3.301,3.021
"Ppp1r16b","protein phosphatase 1 regulatory subunit 16B",-0.628,0.349,5.674,5.889,6.179,5.883,5.396,5.484,5.156,5.733
"Ppp1r17","protein phosphatase 1 regulatory subunit 17",0.178,0.195,10.181,9.79,10.315,10.29,10.279,10.141,10.35,10.105
"Ppp1r18","protein phosphatase 1 regulatory subunit 18",0.576,0.279,4.552,4.375,4.526,4.384,4.297,4.892,5,4.386
"Ppp1r21","protein phosphatase 1 regulatory subunit 21",0.355,0.291,2.957,2.903,2.423,3.185,3.108,3.318,2.832,2.933
"Ppp1r27","protein phosphatase 1 regulatory subunit 27",-0.432,0.492,1.398,1.557,1.562,1.597,1.437,2.045,1.119,0.47
"Ppp1r35","protein phosphatase 1 regulatory subunit 35",-0.358,0.49,2.461,2.772,2.959,2.748,1.693,2.803,2.332,1.922
"Ppp1r37","protein phosphatase 1 regulatory subunit 37",-0.223,0.353,1.315,1.117,1.293,1.328,1.939,1.304,0.767,1.458
"Ppp1r3a","protein phosphatase 1 regulatory subunit 3A",-0.331,0.705,1.118,1.093,2.075,1.706,0.178,1.538,0.334,0.9
"Ppp1r3b","protein phosphatase 1 regulatory subunit 3B",-0.199,0.945,1.637,0.98,2.037,1.522,2.519,2.775,1.626,0
"Ppp1r3c","protein phosphatase 1 regulatory subunit 3C",-0.19,0.787,4.263,4.875,4.617,4.987,2.789,4.125,4.722,3.724
"Ppp1r3d","protein phosphatase 1 regulatory subunit 3D",0.737,0.279,3.919,3.734,3.756,4.043,3.458,4.244,4.164,4.035
"Ppp1r3e","protein phosphatase 1 regulatory subunit 3E",-0.466,0.508,1.388,2.381,1.318,1.652,0.839,1.153,1.03,1.344
"Ppp1r7","protein phosphatase 1 regulatory subunit 7",0.628,0.484,4.05,3.342,4.317,4.054,3.551,4,4.323,4.761
"Ppp1r8","protein phosphatase 1 regulatory subunit 8",-0.184,0.434,4.689,5.34,4.43,4.915,4.176,4.831,4.934,4.195
"Ppp1r9a","protein phosphatase 1 regulatory subunit 9A",-0.085,0.65,0.574,0.22,1.341,0.778,0,0,1.538,0.141
"Ppp1r9b","protein phosphatase 1 regulatory subunit 9B",0.651,0.49,3.244,2.19,3.299,3.46,3.172,3.553,3.393,3.638
"Ppp2ca","protein phosphatase 2 catalytic subunit alpha",-0.247,0.313,6.871,6.861,6.866,7.139,6.834,7.057,7.118,6.224
"Ppp2cb","protein phosphatase 2 catalytic subunit beta",-0.054,0.298,4.396,4.409,4.548,4.094,4.461,4.344,4.909,4.009
"Ppp2r1a","protein phosphatase 2 scaffold subunit Aalpha",0.643,0.424,7.848,7.392,8.133,7.701,7.194,8.068,8.155,8.292
"Ppp2r1b","protein phosphatase 2 scaffold subunit Abeta",0.487,0.325,4.898,4.75,5.08,4.91,4.238,5.006,5.198,5.104
"Ppp2r2a","protein phosphatase 2 regulatory subunit Balpha",0.127,0.321,4.18,4.283,4.362,4.324,3.538,3.96,4.418,4.373
"Ppp2r2d","protein phosphatase 2 regulatory subunit Bdelta",-0.246,0.495,4.381,4.035,4.877,5.185,3.848,4.287,4.45,3.985
"Ppp2r3c","protein phosphatase 2 regulatory subunit B''gamma",-0.451,0.399,5.027,5.129,5.201,5.628,4.752,4.602,5.316,4.564
"Ppp2r3d",NA,0.615,0.302,4.05,3.856,4.187,3.903,3.605,4.08,4.156,4.56
"Ppp2r5a","protein phosphatase 2 regulatory subunit B'alpha",0.414,0.215,7.486,7.342,7.49,7.592,7.181,7.759,7.715,7.323
"Ppp2r5b","protein phosphatase 2 regulatory subunit B'beta",0.77,0.365,3.045,2.426,3.12,2.695,3.04,3.357,3.242,3.435
"Ppp2r5c","protein phosphatase 2 regulatory subunit B'gamma",0.841,0.474,5.75,5.187,5.785,5.246,5.404,6.118,6.329,6.18
"Ppp2r5d","protein phosphatase 2 regulatory subunit B'delta",0.688,0.936,4.564,3.936,4.751,4.458,2.856,5.074,5.202,5.67
"Ppp2r5e","protein phosphatase 2 regulatory subunit B'epsilon",0.527,0.508,3.519,2.874,3.176,4.011,3.403,3.101,4.202,3.863
"Ppp3ca","protein phosphatase 3 catalytic subunit alpha",0.416,0.271,5.901,5.939,5.813,5.967,5.436,6.029,6.329,5.795
"Ppp3cb","protein phosphatase 3 catalytic subunit beta",-0.312,0.358,5.279,5.16,5.344,5.57,5.419,5.159,5.699,4.604
"Ppp3cc","protein phosphatase 3 catalytic subunit gamma",-0.052,0.872,1.732,1.358,0.855,2.71,2.454,2.012,2.322,0.41
"Ppp3r1","protein phosphatase 3 regulatory subunit B, alpha",-0.055,0.315,6.84,6.319,7.217,7.232,6.737,6.837,6.717,6.826
"Ppp4c","protein phosphatase 4 catalytic subunit",0.233,0.158,6.861,6.776,6.953,6.812,6.711,7.058,7.048,6.671
"Ppp4r1","protein phosphatase 4 regulatory subunit 1",0.229,0.368,4.528,4.27,4.963,4.104,4.408,4.202,4.964,4.784
"Ppp4r2","protein phosphatase 4 regulatory subunit 2",-0.531,0.406,4.922,4.979,5.031,5.343,5.014,4.986,5.056,4.047
